query1	query2	score	old_scores	new_scores
входить ли отпуск в двухнедельный отработка при увольнение	расчет при увольнение инвалид двухнедельный заработок при шестидневный рабочий неделя	0.0	0.027973664924502373	-0.04335929825901985
как составлять приказ на автомобильный аптечка	при увольнение сотрудник за прогул как правильно составлять приказ на увольнение	0.0	0.0003806985914707184	0.04228765517473221
заявление на один день в счет отпуск	основание в заявление отпуск	0.0	-0.05641146004199982	0.046922001987695694
в днр налог на имущество платиться по кадастровый или среднегодовой стоимость	налог на имущество по среднегодовой в московский область	0.0	0.07502356171607971	0.04864925146102905
контролировать сделка с нерезидент лимит в валюта	контролировать сделка учредитель нерезидент	1.0	0.9830921292304993	0.9826884269714355
документ отец ипать пособие при рождение	какой документ нужный для оформление пособие при рождение ребенок в сфр с 01 январь 2023	0.0	0.0036097168922424316	0.023814097046852112
момент начисление курсовой разница	справка курсовой разница	0.0	0.004340698942542076	-0.00134941004216671
6 ндфл и компенсация гос отпуск	компенсация разъездной характер 6 ндфл	0.0	-0.0037259571254253387	0.0014571081846952438
20 пбу 6 01	пункт 20 пбу 6 01	1.0	0.9972138404846191	0.9961392879486084
кассовый чек с курортный сбор в краснодарский край	курортный сбор оплата банковский карта	0.0	-0.006549723446369171	0.00793469324707985
автомобиль в лизинг налоговый учет	порядок бу и ну автомобиль в лизинг	1.0	0.42918699979782104	0.4170098304748535
возврат аванс денежный средство покупатель основание	продажа основной средство в форма движение денежный средство	0.0	-0.046690747141838074	-0.024368751794099808
в устав указывать что для совершение крупный сделка не требоваться одобрение	что нужно изменять в устав ооо днр при перерегистрация в рф	0.0	-8.557038381695747e-05	-0.00457632914185524
о согласование крупный сделка	цепочка взаимосвязанный крупный сделка	0.0	0.03362289071083069	0.036350131034851074
сзв тд изменение в сентябрь 2022	сзв тд штраф	0.0	0.002210705541074276	-0.01635904423892498
как взять несколько день из учебный отпуск	как регистрировать приказ на учебный отпуск	0.0	-0.06240301951766014	-0.03713786229491234
о перенос день отпуск в связь болезнь	случай ваш отсутствие на момент сокращение на работа в указанный дата например по причина болезнь или отпуск увольнение быть производить в первый рабочий день	0.0	-0.06484036147594452	0.0011372677981853485
6 ндфл отпускной переходящий	как отражать в 6 ндфл переходящий отпускной	1.0	0.9519979953765869	0.9662717580795288
акт торг 2 на возврат товар	как оформлять возврат товар применять ккт ффд 1 2	0.0	-0.043862804770469666	-0.04485585540533066
взаимозачет между организация проводка	договор между организация о продажа автомобиль	0.0	0.02543579414486885	0.03372715786099434
надо ли мобилизовать отражать в форма сзв	сзв тд на мобилизовать сотрудник	0.0	-0.009007351472973824	-0.019036145880818367
556946	отчет 3 ндфл	0.0	-0.022683795541524887	-0.021459566429257393
как подтверждать расход на проезд на поезд без документ	ндпи расход на доставка подтверждать документ	0.0	0.2938513159751892	0.42712390422821045
ежемесячный отчет 223 фз рамочный договор	переходить договор на следующий год по 223 фз	0.0	-0.013396483846008778	0.054729387164115906
как учитывать амортизация по купить лизинговый имущество по налог на прибывать	льгота по налог на имущество по кадастр	0.0	-0.002117156982421875	-0.058252688497304916
отпуск в связь с потеря близкий человек	форма приказ на продление отпуск в связь с праздник	0.0	-0.10097794234752655	-0.0778452455997467
в счет фактура не указывать адрес продавец	строка 4 счет фактура какой адрес	0.0	0.8701978921890259	0.7887005805969238
командировка один день упрощенка	прощение долго один поручитель влечь	0.0	-0.036226511001586914	-0.015970826148986816
наряд допуск на объект	срок действие закрытый наряд допуск для работа с электроустановка составлять	0.0	-0.007986798882484436	-0.013137913309037685
больничный по уход совпадать с отпуск табель	день отпуск совпадать с отпуск по беременность	0.0	-0.03927087038755417	0.03511878103017807
как составлять отчет 2 тп воздух	кто обязанный сдавать отчет 2 тп воздух	0.0	0.01689533144235611	0.22755050659179688
почему в 6 ндфл не попадать премия увольнять сотрудник	почему транспортный расход не попадать в расход	0.0	0.005339309573173523	0.009850715287029743
переход на фсба 6 2020 основной средство с нулевой остаточный стоимость	что делать с полностью амортизированный ос для переход в 2022 год на новый фсба 6 2020	0.0	-0.02766435220837593	-0.02774392068386078
как лизингополучатель отражать выкуп лизинговый имущество	ремонт и содержание лизинговый имущество в договор аренда	0.0	-0.032635677605867386	-0.04502573981881142
корректировочный cxtn фактура при возврат	перенос срок вычет по корректировочный счет фактура	0.0	-0.02205449342727661	0.013624321669340134
пвтр изменение	режим работа пвтр	0.0	-0.05406990647315979	-0.08462875336408615
когда удерживать ндфл с с работник за медосмотр	нужно ли удерживать алименты с сумма компенсация работник за молоко работать во вредный условие	0.0	-0.07668773084878922	-0.07313349097967148
должностной лицо организация осуществлять рассмотрение запрос субъект персональный данные	как запрашивать персональный данные сотрудник	1.0	0.9838447570800781	0.9726737141609192
прощение долг на усна	прощение долг по заем страховой взнос	0.0	0.8575568199157715	0.8363333940505981
в какой строка офр отражать расход по создание резерв тмц	расчет резерв под обесценение лимит по сумма тмц	0.0	-0.013832522556185722	-0.022122837603092194
памятка для прием на работа с 2021 г	прием на работа дистанционно	0.0	-0.007387684658169746	-0.0037613380700349808
заявление на увольнение 2022	заявление на увольнение по собственный	0.0	0.711630642414093	0.650923490524292
учет заказ наряд	форма заказ наряд на выполнение работа	0.0	-0.019226597622036934	0.010777449235320091
дата акт оказывать услуга за месяц	реестр работодатель оказывать услуга в область охрана руда	0.0	-0.033630043268203735	-0.03506040945649147
акт об отказ подписывать должностной инструкция	должностной инструкция менеджер по работа с клиент	0.0	0.07563541829586029	0.0567326582968235
если организация не указывать командировочный расход в рсв	командировочный расход отсутствовать проживание	0.0	0.03617968410253525	0.04847508668899536
вид путевой лист	электронный путевой лист на автотранспорт	0.0	0.0019708285108208656	0.03832270950078964
где хранить трудовой книжка работник	трудовой книжка купить	0.0	-0.0007638763636350632	0.024236276745796204
что такой rjl ошибка 0000000002 d форма 6 ндфл	что такой обратный лизинг	0.0	0.16708146035671234	0.19672128558158875
как опубликовывать аудиторский заключение	образец договор на оказание аудиторский проверка	0.0	-0.02001662366092205	-0.0344642698764801
ндфл 3 покупка продажа машина за 2020 год сдавать в электронный вид или почта	пример заполнение 3 ндфл при покупка продажа авто	1.0	0.20489060878753662	0.29878824949264526
доверенность на право подписание план график электронный подпись сотрудник	кто и как должный вести план график	1.0	0.890351414680481	0.8969250917434692
как в 6 ндфл отражать сумма компенсация необлагаемый налог	как отражать денежный компенсация отпуск в 6 ндфл	0.0	0.07353566586971283	0.08409380912780762
книга усна экваринг патент	экваринг в книга по патент	1.0	0.988500714302063	0.9852981567382812
срок давность по не исполнять кредитный обязательство	форма заявление на кредитный каникулы	0.0	0.21617724001407623	0.2706497609615326
ндфл и страховой взнос в 2023 год по вид выплата	ставка страховой взнос по инвалид 2023 год ефс 1 раздел 2	0.0	0.017098337411880493	0.0043345168232917786
инвентаризация резерв по премия	приказ об оприходование излишек по результат инвентаризация	0.0	0.2812044620513916	0.25002536177635193
передача в лизинг материал	передача лизинг	0.0	-0.05728530138731003	-0.0752713531255722
локальный нормативный акт по квота для инвалид	ответственность за невыполнение квота трудоустройство инвалид	0.0	0.01702558621764183	0.015582183375954628
инвестиционный налоговый вычет предоставляться за какой период	налоговый вычет на ребенок с какой месяц	0.0	-0.00819423794746399	-0.0060026757419109344
если сотрудник на оклад как рассчитывать доплата за работа в праздничный день	обязательный ли доплата за работа в праздничный день при суммировать учет	0.0	0.0538414791226387	0.038011327385902405
о штраф за непредставление справка о подтверждать документ	справка подтверждать особый характер работа	0.0	0.01576629839837551	0.031840674579143524
в отчет смп единственный поставщик за прошлый год	заключение контракт с единственный поставщик по цена за единица	0.0	0.030332675203680992	-0.040247902274131775
извещение о несчастный случай на производство форма 1 бланк	об определение степень тяжесть повреждение здоровье при несчастный случай на производство	0.0	0.004140378441661596	0.030912376940250397
какой проводка сделать арендодатель при переход на фсба 25 2018	ретроспективный переход по фсба 25 2018 проводка	1.0	-0.021096985787153244	-0.08049362897872925
льгота работать пенсионер допы отпуск без сохранение заработный плата	приказ учебный отпуск без сохранение заработный плата	0.0	-0.010881689377129078	0.04374419525265694
как платить госпошлина за третий лицо	оплата за третий лицо документ для банк	0.0	0.04383866861462593	0.011633528396487236
депонировать зарплата учитываться с ндфл	если депонироваться зарплата когда платиться ндфл	1.0	0.9767507910728455	0.64098060131073
подтверждение расход на проезд по железный дорога	расход по усно оплата за проезд по федеральный трасс	0.0	0.12341662496328354	0.005798123776912689
приказ на создание комиссия для дефектный ведомость	приказ ос оздание комиссия по соут	0.0	0.15690559148788452	0.3075655400753021
особенность прием на работа студент очник	прием на работа студент дневной отделение очник	1.0	0.9483844041824341	0.941185712814331
сзв тд при перевод в какой срок отправлять отчет	срок сзв тд перевод 2021	1.0	0.9826146364212036	0.8519371747970581
сдавать декларация по усна при закрытие	способ подача декларация усна	1.0	0.06638738512992859	0.3269420266151428
куда платить утилизационный сбор	куда платить фиксировать взнос за ипать в 2023	0.0	0.12404799461364746	0.10115166008472443
ответ на требование по ндс разрыв	штраф за не ответ на требование по форма	0.0	0.005877600982785225	0.03403370454907417
какой документ и копия документ нельзя хранить в личный дело	какой документ нельзя хранить в личный дело сотрудник штраф до 100 000 рубль	0.0	0.9691824913024902	0.9504449367523193
не облагаться ндфл разъездной характер работа водитель	при разъездной характер работа можно выплачивать суточный	0.0	0.028729338198900223	0.07366776466369629
как в офр отражать резерв под обесценение запас	компания восстанавливать ранее создавать резерв под обесценение материальный ценность это приводить к увеличение чистый стоимость продажа запас должный ли бухгалтер раскрывать это изменение вв	0.0	0.5308619141578674	0.5416019558906555
инструкция по заполнение чековый книжка	кто подписывать корешок чековый книжка	1.0	0.5675888061523438	0.6543676853179932
срок проведение камеральный налоговый проверка по ндс	срок проверка операция по ккт	0.0	0.022015482187271118	0.00272457511164248
трехсторонний договор по 44 фз	федеральный закон от 05 04 2003 44 фз	0.0	-0.00014946609735488892	0.025214500725269318
учетный политика усна	что записывать по спецодежда в учетный политика	0.0	-0.029244650155305862	-0.08982598036527634
журнал регистрация инструктаж по охрана труд 2022	нужно ли вести журнал регистрация приказ по личный состав прием перевод увольнение	0.0	0.04221443831920624	0.034223079681396484
в личный карточка должно попадать отпуск без сохранение	сотрудник учредитель в отпуск без сохранение зарплата сзв м	0.0	0.928360104560852	0.39791661500930786
транспортный накладной в 2022 обязательный реквизит	транспортный накладной экспедиторский компания в 2022	0.0	0.0031534917652606964	-0.017054516822099686
возврат товар покупатель код вид операция ндс	корректировочный сф на увеличение стоимость код вид операция у продавец	0.0	0.028484033420681953	-0.06438712030649185
инициативный аудит бухгалтерский отчетность	кто обязанный публиковать бухгалтерский отчетность	0.0	0.033673640340566635	0.011404653079807758
заявление о применение заявительный порядок возмещение налог на добавлять стоимость акциз при проведение налоговый мониторинг в электронный форма	срок рассмотрение заявление налоговый мониторинг	0.0	-0.0048247575759887695	-0.005077018402516842
в какой спрок надо перечислять дивиденд физический лицо	заем от физический лицо наличные	0.0	0.1663232296705246	0.11358794569969177
проверка контрагент штраф	штраф за несвоевременный предоставление документ по встречный проверка	0.0	0.11434733867645264	0.07862911373376846
а претензия отсутствовать требование о взыскание штрафной санкция	штрафной санкция при нарушение срок уплата усна	0.0	-0.01606259122490883	-0.0321972519159317
6 ндфл за 2 квартал 2023 г	бланк 6 ндфл с 2023	0.0	-0.00455298088490963	0.021566541865468025
уведомление о контролировать иностранный компания кика	штраф за непредставление несвоевременный представление уведомление о контролировать иностранный компания штраф за непредставление несвоевременный представление уведомление о контролировать	0.0	-0.006003260612487793	0.020253881812095642
как провожать инвентаризация нма	кто мочь провожать инвентаризация касса	0.0	-0.010310174897313118	-0.0023191459476947784
как взять несколько день из учебный отпуск	работник предупреждать о сокращение взять отпуск какой день увольнение последний день отпуск или дата по сокращение	0.0	-0.022247156128287315	-0.04366811737418175
налогообложение страховой взнос иностранный гражданин белорус	нужно ли начислять страховой взнос при прощение долг гражданин	0.0	0.04296250641345978	-0.041181780397892
транспортный налог в сельхозпредприятие	транспортный налог для налог на прибыль	0.0	0.005178119987249374	-0.009832751005887985
когда начислять ндс при безвозмездный получение товар	уплата ндс при импорт товар	0.0	0.3784061074256897	0.35506701469421387
объект обложение транспортный налог	электропогрузчик транспортный налог	0.0	-0.02909083478152752	-0.10102587938308716
контрольный соотношение для рсв 2023	контрольный соотношение налог на прибыль с авансовый платеж ежемесячно	0.0	0.1822313368320465	0.24091842770576477
фсба 5 2019 запас справедливый стоимость что это	фсба 5 2019 расход будущий период	0.0	0.06504732370376587	0.062390655279159546
затрата на мобилизация при запрос транспорт	ндс при возмещение затрата на ремонт арендовать оборудование	0.0	-0.044402703642845154	-0.07160907983779907
продажа ос отчет о финансовый результат	свернутый отражение в офр результат от продажа ос	1.0	0.0929647907614708	0.055545274168252945
как заполнять уведомление на усна при открытие ипать	как заполнять уведомление по енп налог на имущество	0.0	-0.08070115745067596	0.005647712387144566
ндфл с дивиденд на усна	при расчет ндфл с дивиденд применять стандартный вычет на ребенок	0.0	-0.00040509365499019623	0.029850991442799568
что такой выходной пособие	что такой дополнительный лист книга покупка	0.0	-0.1379990577697754	-0.10586931556463242
нарушение срок предоставление справка о подтверждать документ	ответственность за нарушение срок предоставление декларация по косвенный налог	0.0	-0.0009112395346164703	0.015713660046458244
извещение о несчастный случай на производство форма 1 бланк	срок расследование несчастный случай на производство	0.0	0.007525910623371601	0.014989901334047318
оплата страховой в за декабрь	оплата страховой внос за декабрь в 2023	1.0	0.9857293963432312	0.9852185845375061
положение о премирование в торговый организация	приказ и положение в организация	0.0	0.008047970943152905	0.001896427944302559
декларация по налог на имущество за 2022 год форма	декларация по налог на имущество нет недвижимость	0.0	-0.01666882261633873	-0.0011430708691477776
кардинальный изменение с 2023 год отчетность и порядок уплата налог и взнос 10729	налог и взнос с материальный помощь	0.0	0.0922045111656189	0.004600215703248978
форма 4 несчастный случай	форма извещение о групповой несчастный случай	0.0	0.002868897281587124	-0.004790721461176872
договор гпх сзв стаж	как отражать в сзв стаж приостановление договор по мобилизация	0.0	-0.020528584718704224	-0.020401544868946075
облагаться ли ндфл больничный пособие по уход за больной ребенок	расчет больничный после отпуск по уход за ребенок	0.0	0.027292266488075256	0.013905372470617294
документ сторно	сторно списывать материал	0.0	-0.016234643757343292	-0.02096051350235939
как подавать данные в реестр обученный работник по охрана труд с 1 март	программа внеочередной обучение для работник по охрана труд 2022	0.0	0.006222778931260109	-0.0002918005920946598
доверенность на несколько человек на получение груз	доверенность на получение сч фактура	0.0	-0.14111903309822083	-0.14169758558273315
авансовый отчет по медосмотр по договор	можно ли возмещать расход на медосмотр сотрудник через авансовый отчет	1.0	0.7290369272232056	0.7508723735809326
журнал несчастный случай	страховой взнос от несчастный случай отсрочка	0.0	-0.003981877118349075	-0.022176962345838547
заявление о финансовый обеспечение предупредительный мера по сокращение производственный травматизм и профессиональный заболевание работник и санаторный курортный лечение 2023 по сокращение производственный травматизм и профессиональный заболевание работник и санаторный курортный лечение работник	заявление о финансирование предупредительный мера в часть возмещение расход на аптечка для оказание первый помощь	1.0	0.9826245307922363	0.9566567540168762
обеспечительный платеж у арендатор не подлежать возврат включаться в расход для налог на прибыль	транспортный налог для налог на прибыль	0.0	0.0018494278192520142	-0.02669517882168293
начисление суточные при разъездной характер работа в выходной день	что учитывать при формирование положение о разъездной характер работа	0.0	0.09020309895277023	0.18667402863502502
можно ли беременный женщина не переводить с вредный должность а поручать выполнять другой трудовой функция	перевод на другой должность беременный сотрудница	1.0	0.9718194603919983	0.9768075346946716
какой срок проверка дисциплина ккт	срок проверка ккт решение по проверка	1.0	0.8998088836669922	0.7416540384292603
6 ндфл при уменьшение ндфл патент	сумма вычет при суточные в 6 ндфл	0.0	-0.009006067179143429	0.01920512691140175
за сколько день до отпуск писаться заявление на отпуск	сколько отпуск если двойня	0.0	-0.06793958693742752	0.07737728953361511
налоговый мониторинг цифровизация	обязанность организация переходить на налоговый мониторинг	0.0	0.03135025128722191	0.06293682754039764
персонифицировать сведение о физический лицо нужно ли включать увольнять	сведение о застраховывать лицо для выплата пособие	0.0	0.00592709518969059	-0.020591264590620995
приказ о лимит касса делаться с какрй периодичность	приказ об установление лимит остаток касса организация	0.0	0.063497394323349	0.12166992574930191
возврат товар выручка при распределение ндс	обратный выкуп при возврат товар	0.0	0.38252007961273193	-0.014935962855815887
как регистрировать приказ на учебный отпуск	приказ об учебный отпуск задний число	1.0	0.9863378405570984	0.9908459186553955
прохождение медкомиссия справка из военкомат	уведомление сотрудник о явка в военкомат	0.0	-0.0023754932917654514	0.1543121635913849
как оплачивать налог самозанимать	самозанимать жена учредитель	0.0	0.01572563499212265	0.04487500712275505
исправление существенный ошибка прошлый год в отчетность после утверждение ее собственник	как исправлять существенный ошибка прошлый год до утверждение собственник	0.0	0.5184016823768616	0.5026733875274658
корректировочный счет фактура продавец уменьшать стоимость прослеживать товар	покупка прослеживать товар счет фактура покупатель	0.0	0.3376230001449585	0.2439296990633011
заем становиться беспроцентный какой риск	предоставлять заем беспроцентный проводка	0.0	0.5726636648178101	0.40983498096466064
518997	срок предоставление сотрудник справка 2 ндфл за год	0.0	0.03889469802379608	-0.004224374890327454
приказ о допуск к самостоятельный работа	приказ наряд допуск	0.0	0.10261787474155426	0.13365064561367035
бух учет стоимость патент	учет инвестиционный недвижимость по первоначальный стоимость	0.0	0.15996640920639038	0.13838966190814972
компенсация работник за медицинский книжка	патент медицинский массаж	0.0	0.021886097267270088	-0.007630572654306889
рентабельность вид	рентабельность продавать продукция формула	0.0	0.0013748100027441978	-0.0041939932852983475
регистрация микротравма	регистрация ипать в качество страхователь	0.0	-0.07185743749141693	-0.05083892494440079
что такой заказ наряд	что такой финансовый аренда с продажа	0.0	-0.047623585909605026	-0.07816587388515472
устав ооо 2021 с единственный участник	устав ооо единственный участник	1.0	0.971086859703064	0.9560228586196899
отчет об изменение капитал стр 3400 фсба	отчет об изменение капитал переход на фсба 25	0.0	0.91888028383255	0.9120535850524902
как указывать пол ставка в трудовой договор	часовой тарифный ставка в трудовой договор прописывать	1.0	0.2442527413368225	0.06866191327571869
приказ руководитель о неполный рабочий время	форма n 1 рабочий сила единовременный сведение о состав затрата организация на рабочий сила	0.0	-0.1205313578248024	-0.1263594925403595
банковский аккредитив это	лицензия это	0.0	-0.014902169816195965	-0.031229496002197266
безопасный процентный ставка заем от учредитель 2021 год	ндфл в 2021 ставка	0.0	0.03404370695352554	0.042322952300310135
изменять форма экспедиторский расписка и поручение экспедитор	пример заполнение экспедиторский расписка	1.0	0.9837057590484619	0.9784043431282043
кбк ндс при импорт из киргизия	кто платить ндс при импорт электронный услуга из белоруссия	0.0	0.41993170976638794	0.3296195864677429
не проводить инвентаризация расход будущий период	при работа на выставка не проводить возврат по касса	0.0	-0.03868818283081055	-0.034625664353370667
командировочный расход билет автобус	командировочный расход провоз багаж сверх норма	0.0	0.8366403579711914	0.9376201033592224
как учитывать при расчет налог на прибыль расход на хранение	как учитывать расход на банковский гарантия	0.0	-0.010693022981286049	-0.0071355076506733894
как рассчитать размер крупный сделка для ооо	ооо одобрение крупный сделка	0.0	-0.0228414423763752	0.020948905497789383
доверенность на получение печать для организация	доверенность печать	1.0	0.5693976879119873	0.4022994041442871
вклад в имущество организация проводка	как возмещать ндс по имущество принимать во вклад	0.0	-0.004757203161716461	-0.019779186695814133
образец учетный политика при совмещение усна и енвд	учетный политика при добыча полезный ископаемое 2022 год образец	0.0	-0.06637709587812424	-0.07324843108654022
протокол очередной общий собрание участник ооо	собрание ооо по новый	0.0	-0.008969087153673172	-0.015536602586507797
документ м 15	ндфл 15 для кто	0.0	0.9582486748695374	0.9540892243385315
ндфл при продажа построить дом и земельный участок	продажа земля между ооо	1.0	0.23074640333652496	0.18461060523986816
за период с 23 01 2023 по 22 02 2023 подавать несколько платежка уведомление по ндфл и обнаруживать только при сдача отчетность 6 ндфл за 1 квартал 2023 нужно ли уточнять уведомление	уведомление за ноябрь 2023	0.0	0.08640523999929428	0.0777965858578682
какой нужный документ для получение пособие на погребение если смерть происходить на территория иностранный государство	пособие на погребение бухучет	0.0	0.17818710207939148	0.24165666103363037
в какой срок предоставлять документ налоговый	требование о предоставление пояснение срок ответ	1.0	0.9868283271789551	0.9390169382095337
не получаться загружать документ	уничтожение документ протокол	0.0	-0.026900960132479668	0.026138417422771454
кто подписывать корешок чековый книжка	списание чековый книжка	0.0	-0.019979171454906464	-0.029919074848294258
безопасный доля вычет по ндс в 1 квартал 2023 в санкт петербург	с какой недвижимость ипать на усна платить налог на имущество в санкт петербург	0.0	-0.040397465229034424	-0.002428898587822914
6 ндфл куда подавать ипать	закрытие ипать с работник и 6 ндфл	0.0	0.20978794991970062	0.24584005773067474
путевой лист на несколько водитель	электронный путевой лист на автотранспорт	0.0	-0.026386715471744537	-0.022863730788230896
акт на услуга аренда ежемесячно условие договор	обязательный реквизит при оформление акт на услуга	0.0	-0.03548338636755943	-0.004428716376423836
можно включать в расход будущий период акт выполнять работа	расход будущий период срок полезный	0.0	-0.006845671683549881	0.007627533748745918
ндфл и страховой взнос в 2023 год по вид выплата	отпускной в 2023 год срок выплата	0.0	0.1836412101984024	0.13319800794124603
включать ли в сумма контракт смп контракт заключенный в прошлый год но исполнять и финансировать в отчетный год как заполнять отчет по смп	как в отчет смп отражать расторжение	0.0	0.009046302177011967	0.00965123064815998
авиабилет как учитывать на расход	списание авиабилет на расход	1.0	0.5520037412643433	0.4630289077758789
облагаться ли больничный ндфл по беременность и род	отпуск по беременность и род на двойня	0.0	0.03913290053606033	0.1460939198732376
6 ндфл переплата ошибка в платежок	что такой rjl ошибка 0000000002 d форма 6 ндфл	1.0	-0.03946085274219513	0.022714931517839432
учетный политика для усна доход на 2022	учетный политика на 2022 год усна доход минус расход агентский договор	0.0	0.8756781816482544	0.8653450608253479
вид путевой лист	кто мочь не применять путевой лист	0.0	0.006654746830463409	0.0198532585054636
аптечка первый помощь производственный какой процент ндс 20 или 10	кто мочь оказывать первый помощь	0.0	-0.0351891964673996	-0.02124703675508499
приказ о создание единый комиссия по проверка знание требование охрана труд	положение о комиссия по проведение спецоценка условие труд	0.0	0.008637705817818642	0.04344671964645386
полный справочник доход на есхн	справочник отчетность за 1 квартал	0.0	0.007718242704868317	0.0032570399343967438
беспроцентный заем с иностранный компания контролировать сделка	заем с условие о процент учредитель контролировать сделка	0.0	0.004482941702008247	0.026485614478588104
ндс не начисляться при продажа земельный участок	ндс при продажа земля	1.0	0.9885544776916504	0.9676743745803833
взыскание неустойка за отказ от добровольный исполнение обязательство	образец заявление взыскание неустойка арбитраж	0.0	-0.050691764801740646	-0.07527540624141693
как соблюдать независимость при аудит	правило независимость аудитор	1.0	0.9630533456802368	0.9355440139770508
заявление на прием на работа очник	какой дата писаться заявление и приказ при прием на работа	0.0	0.20702774822711945	0.1570371389389038
завышать нмцк	расчет завышение нмцк	1.0	0.9929414391517639	0.9931962490081787
договор в письменный форма	письменный согласие на работа в выходной	0.0	0.01994509808719158	0.024922993034124374
статья 102 налоговый тайна пункт 1 нк рф	что грозить согласие о раскрытие налоговый тайна	1.0	0.9068796634674072	0.8908448815345764
налог на имущество по среднегодовой в московский область	ставка налог на имущество орловский область	0.0	0.1426069289445877	-0.03636067733168602
образец договор с подрядчик строительный работа	уведомление подрядчик заказчик о готовность к сдача результат выполнять по договор строительный подряд работа этап работа	0.0	0.009778732433915138	0.024610819295048714
корректировочный счет фактура от поставщик по возврат товар срок	поставщик предоставлять корректировочный счет фактура декларация по ндс и налог на прибыль	0.0	0.07503587007522583	0.5446977019309998
нужно ли подавать в фсс сведение об увольнять	нужно ли подавать уведомление в сфр об обособленный подразделение	0.0	-0.035028986632823944	-0.05384890362620354
упд и акт оказание услуга	услуга аренда акт не выставлять	0.0	-0.05612765625119209	-0.09987054765224457
мочь ли быть самозанимать учредитель в этот же организация	мочь ли учредитель быть самозанимать в свой компания	1.0	0.9775865077972412	0.9770507216453552
скачать договор финансовый помощь от учредитель	трудовой договор если он учредитель	0.0	0.03045799396932125	0.025169141590595245
когда уходить на пенсия мужчина	срок выход на пенсия	1.0	0.9659925699234009	0.9636578559875488
как отражать в налоговый учет раздел размежевание с цель продажа часть земельный участок	как списывать переоценка земельный участок после продажа	1.0	0.06078813597559929	0.017236238345503807
бухгалтерский справка на выплата промежуточный дивиденд	проводка по распределение чистый прибыль для выплата дивиденд	0.0	0.12979084253311157	0.17528659105300903
