query1	query2	score	old_scores	new_scores
расход на проезд по платный дорога на усна	чем подтверждать расход на проезд в автобус	0.0	-0.018439486622810364	-0.07968602329492569
код вычет на ребенок если сотрудник одинокий родитель	код двойной вычет на ребенок в 2019	1.0	0.8957706093788147	0.874907374382019
госпошлина в арбитражный суд проводка	как отражать в бухучет госпошлина по решение суд	1.0	0.3858654797077179	0.14810872077941895
амортизация автомобиль в 2021 год фсба 6 2020	приостановка амортизация тестовый автомобиль	1.0	0.756421685218811	0.6368178725242615
надо ли подавать декларация авансовый платеж по налог на имущество	учет авансовый платеж по налог на имущество у ипать при усна	0.0	0.9323061108589172	0.8376744985580444
единый тариф страховой взнос в 2023	кбк по страховой взнос в уведомление о начислять налог в 2023 год	0.0	-0.0026798229664564133	-0.02178007736802101
инструкция по охрана труд для слесарь	ознакомление с инструкция по охрана труд работник в какой нормативный документ	0.0	0.16058818995952606	0.1926141381263733
расход кофе прибыль	учитывать расход на кофе для сотрудник при организация встреча	0.0	0.38623565435409546	0.2560785412788391
купля продажа криптовалюта оквэд	регистрация договор купля продажа квартира	0.0	0.11625872552394867	0.3265467882156372
как заполнять уведомление о ввоз прослеживать товар в 1 с	уведомление о ввоз срок	1.0	0.9081824421882629	0.9352330565452576
налог на имущество 2022 при усна	налог на имущество при усна омский область	1.0	0.9675158858299255	0.9765068292617798
книга учет доход и расход с 2024 год псн	псн форма расчет с покупатель	0.0	-0.06920602917671204	-0.0675097331404686
бух учет компенсация за однодневный командировка	рыбный хозяйство бух учет	0.0	-0.051408007740974426	-0.03518271818757057
как заполнять декларация по прибыль за 9 месяц	налоговый декларация по налог на прибыль за 3 квартал 2022	1.0	0.9230027794837952	0.8147099614143372
образец заявление сотрудник о смена фамилия	приказ о внесение изменение в документ в связь со смена фамилия	1.0	0.9819532632827759	0.9404764771461487
как ипать расход при переход с усна на осно	расчет ндфл ипать на осно	0.0	0.0967952162027359	0.14189989864826202
вычет по ценный бумага ндфл	как вернуть инвестиционный вычет по ндфл	0.0	-0.02883005514740944	0.01802085153758526
должностной лицо организация осуществлять рассмотрение запрос субъект персональный данные	изменять персональный данные работник	0.0	-0.01701478473842144	-0.0044143181294202805
шаг план	план факт регламент	0.0	0.08406670391559601	0.03091750107705593
постановление минтруд рф от 12 08 2003 n 62 об утверждение порядок исчисление средний заработок для определение размер пособие по безработица и стипендия выплачивать гражданин в период	постановление пленум верховный суд рф от 26 июнь 2018 г n 27 об оспаривание крупный сделка и сделка в совершение который иметься заинтересованность	0.0	-0.049300000071525574	-0.088412806391716
6 ндфл на бумага кто сдавать	кто мочь не сдавать 6 ндфл и справка о доход за 2023 г	1.0	0.9828850030899048	0.9340788125991821
бухучет ндфл с материальный помощь проводок	учет материальный помощь в расчет отпускной	0.0	-0.02146170102059841	-0.024220556020736694
ндс счет фактура на аванс дата	счет фактура на аванс по прослеживать товар	0.0	0.09686055779457092	-0.03817740082740784
что такой дисконтирование	что такой финансовый аренда с продажа	0.0	0.227718323469162	0.16852934658527374
трудовой книжка купить	трудовой книжка иностранец узбек	0.0	0.007175462320446968	-0.00833225343376398
в какой срок надо уведомлять об увольнение иностранный гражданин	выдача доверенность иностранный гражданин	0.0	0.009171996265649796	-0.012439068406820297
6 ндфл обособленный подразделение	закрытие обособленный подразделение 2ндфл	0.0	-0.028736798092722893	0.013020893558859825
доверенность для бумажный оборот и эдо	заполнение бумажный больничный лист работодатель	0.0	0.03257930651307106	0.10176543891429901
новогодний подарок сотрудник без ндс	оплата отпуск в новогодний праздник сменный сотрудник	0.0	0.04857358708977699	-0.12466973066329956
инструкция по за полнение форма 57 т	форма 7 травматизм инструкция	0.0	0.3724393844604492	0.2995487451553345
когда выплачивать премия	можно ли выплачивать премия не в срок зарплата	1.0	0.6874333024024963	0.3133707642555237
как указывать минута в табель учет рабочий время	табель рабочий время при шестидневный рабочий неделя 2023	0.0	0.14713719487190247	0.9431309103965759
иметь ли право платить налог за третий лицо юр лицо	оплата проводить за третий лицо письмо	0.0	0.050069037824869156	0.08686134219169617
план счет бухгалтерский учет 2021	счет фактура 2021	0.0	0.031153181567788124	0.160790354013443
заявление о компенсация расход на такси	расход на услуга такси ндс	0.0	-0.0028010867536067963	0.028256742283701897
44 фз запрет на пролонгация договор	продление срок контракт без независимый гарантия	1.0	0.9543191194534302	0.9293992519378662
как подавать на банкротство организация на 2023	мораторий на банкротство зачет требование	0.0	0.031758084893226624	-0.03355954959988594
когда компания на осно мочь сдавать единый упрощенный декларация	когда отчитываться ипать по единый упрощенный декларация	1.0	0.9172791838645935	0.090923972427845
учет вознаграждение застройщик на усна	учетный политика застройщик усна доход минус расход	0.0	0.12624439597129822	0.4755426347255707
можно ли начислять премия на основание служебный записка	служебный записка о невыполнение служебный обязанность	0.0	0.0023457929491996765	0.024870412424206734
какой документ нужный для оформление пособие при рождение ребенок в сфр с 01 январь 2023	пособие при рождение в 2023 год нужно ли сотрудник предоставлять документ	1.0	0.43804931640625	0.1357603222131729
командировка на служебный авто	прибыль покупка авто	0.0	-0.054366663098335266	-0.018417123705148697
порядок признание управленческий расход	управленческий расход в торговый организация	1.0	0.9727799892425537	0.9412965774536133
ответ хранение без цена	ответ хранение налог на прибыль	0.0	0.1215582937002182	-0.07482413202524185
аренда земля для добыча недра	аренда участок недра	1.0	0.960777997970581	0.964558482170105
изменение в зарплатный отчетность за 9 месяц	изменение в отчетность за 3 квартал	1.0	0.626086950302124	0.8057820796966553
может ли сокращать сотрудник отказываться от перевод на вакансия если до это соглашаться	можно сокращать работник если он в отпуск	0.0	0.26239240169525146	0.21923625469207764
заявление о финансирование предупредительный мера в часть возмещение расход на аптечка для оказание первый помощь	образец заявление о возмещение расход на предупредительный мера в новосибирск 2023	0.0	-0.011631550267338753	0.0052471160888671875
прием на дистанциогновать работа	как оформлять отказ в прием на работа	0.0	0.003315575420856476	0.003145478665828705
как отражать в сзв м сотрудник с который приостанавливать трудовой договор в связь с частичный мобилизация	нужно ли показывать мобилизовать в сзв м каждый месяц	1.0	0.9385056495666504	0.9219084978103638
в проект контракт указывать неверный кбк	сколько день на подписание контракт по 44 фз после подписание проект	0.0	0.019448118284344673	0.03549809753894806
правило оформление кс 2 и кс 3	рекомендация по заполнение акт кс 2 кс 3	0.0	-0.052755456417798996	-0.054902203381061554
исправление в книга и покупка	как исправлять номер счет фактура в книга покупка	1.0	0.8399326801300049	0.8639576435089111
товар и срок добровольный маркировка товар	что такой добровольный маркировка товар	1.0	0.8330507278442383	0.8372421860694885
компенсация за молоко налогообложение	компенсация молоко какой документ хранить	0.0	0.10100453346967697	0.029128344729542732
банкротство и субсидиарный ответственность	увольнение директор за два год до банкротство субсидиарный ответственность	1.0	0.972316324710846	0.9639593362808228
при реорганизация в форма присоединение директор оба фирма являться один лицо	реорганизация в форма присоединение	0.0	0.005930662155151367	0.0016679130494594574
единый упрощенный декларация информация о налог	когда компания на осно мочь сдавать единый упрощенный декларация	0.0	-0.025091959163546562	-0.0416322723031044
какой метод обосновывать нмцк при закупка аварийный ремонт система теплоснабжение по п 9 ч 1 ст 93	дефектный ведомость при капитальный ремонт система отопление	0.0	-0.10715675354003906	-0.07111328095197678
как списывать ндс с кредиторский задолженность в налоговый учет	списывать кредиторский задолженность покупатель надо ли списывать ндс с аванс получать	1.0	0.755470335483551	0.20088490843772888
сколько раз мочь прерываться течение срок исковой давность в соответствие со ст 203 гк рф	срок исковой давность по взыскание процент по ст 395 гк рф как применять срок исковой давность по ст 395 гк	0.0	0.47466421127319336	0.4938262701034546
оплата дополнительный день по уход за ребенок инвалид при суммировать учет рабочий время	табель учет рабочий время за 2021	0.0	0.013155563734471798	0.10198955237865448
маркировка молочка	эксперимент по маркировка	0.0	0.015085171908140182	0.005309244617819786
срок отправка квитанция на требование по ткс	срок отправка протокол после вызов в налоговый	0.0	0.5240644812583923	0.8211780190467834
инструкция по охрана труд при выполнение работа на высота	инструкция по охрана труд кто разрабатывать	0.0	0.03846340999007225	0.03129544109106064
549765	трехсторонний договор по 44 фз	0.0	0.002300841733813286	-0.0008951472118496895
существенный ошибка в нко что прописывать в учетный политика	что включать учетный политика для цель бухучет существенный ошибка	0.0	0.02791975624859333	0.020718470215797424
передача персональный данные в налоговый инспекция фнс	сотрудник допускать к обработка персональный данные отель персональный данные	0.0	0.3523624837398529	0.4025799632072449
как уменьшать на страховой взнос усна доход минус расход ипать без сотрудник	как учитывать взнос ипать при усна с объект доход минус расход	1.0	0.9708521962165833	0.8837354183197021
инструкция по охрана труд изменение 2022 для мойщик автобус	инструкция по охрана труд для неэлектрический персонал	0.0	-0.013118240982294083	0.011996079236268997
бумажный версия трудовой книжка	у сотрудник не быть бумажный трудовой книжка	1.0	0.9257274866104126	0.8698773384094238
порядок бу и ну автомобиль в лизинг	приобретение бывший в эксплуатация автомобиль бу и ну	0.0	0.14611738920211792	0.168132022023201
оплата компенсация питание в командировка 1 день	средний заработок за 1 день командировка по россия	1.0	0.9663535356521606	0.9331192970275879
как обосновывать покупка автомобиль	покупка автомобиль ооо налогообложение	0.0	0.7642334699630737	0.8081621527671814
декларация по косвенный налог за декабрь 2022 год	что нужно прикладывать в налоговый вместе с декларация по косвенный налог	0.0	-0.009346092119812965	0.04451592266559601
план внутренний контроль соответствие обработка персональный данные	приказ о назначение ответственный по персональный данные на директор	1.0	0.8271930813789368	0.4429432451725006
справедливый стоимость при признание капитальный вложение	фсба 6 2020 основной средство провожать оценка основной средство и капитальный вложение по справедливый стоимость	1.0	0.8154526948928833	0.8031607866287231
обязательно ли ставить печать на первичный документ	печать первичный документ на черновик	1.0	0.9147218465805054	0.9165623188018799
приказ о введение положение о проверка контрагент	приказ и положение в организация	0.0	0.03270243853330612	0.09247101843357086
аренда т с сотрудник без экипаж как отражать в 6 ндфл	аренда транспортный средство с экипаж	0.0	0.027701295912265778	-0.02193743921816349
оплата при шестидневный неделя праздничный	производственный календарь татарстан при шестидневный рабочий неделя	0.0	-0.0602855309844017	0.036597028374671936
импорт электронный услуга из китай	ндс при импорт товар в китай	0.0	-0.003505205735564232	0.028720242902636528
работник в однодневный командировка зарплата	средний зарплата при командировка	0.0	0.5569858551025391	0.4643915295600891
очередность платеж в платежный поручение при процедура наблюдение при банкротство	платежный поручение штраф	0.0	-0.007618987932801247	-0.013335023075342178
не использовать за прошлый год отпуск в график отпуск	отпуск в новый год	0.0	-0.10521693527698517	-0.08301829546689987
расхождение одометр и путевой лист	форма путевой лист автобус	0.0	-0.010530801489949226	0.020042644813656807
больничный внешний совместитель 2023	если больничный бумажный с 2023 год	0.0	0.49830982089042664	0.35263580083847046
отчет о движение денежный средство за граница 2 квартал 2023	отчет о движение средство за граница за 2022	0.0	0.16493546962738037	0.13257908821105957
подтверждение проведение выставка	справка подтверждение из военкомат	0.0	0.022517355158925056	0.02681703306734562
организация выставка продажа билет на вход	при работа на выставка не проводить возврат по касса	1.0	0.7148367166519165	0.7416703701019287
6 ндфл 1 квартал 2023 с положенный стандартный вычет	усна 1 квартал 2023 заявление на зачет взнос ооо	0.0	-0.05010095238685608	-0.05979347974061966
декларация по налог на имущество юрлица за 2021 куда подавать по среднегодовой	как подавать уведомление по налог на имущество организация	0.0	-0.09303727746009827	-0.05457916110754013
заполнение ефс 1 мобилизовать вредник иметь право на досрочный назначение пенсия	кто иметь право проводить аудит организация	0.0	-0.0037364019080996513	0.0057075899094343185
плата за водопользование в россия	ставка плата за сброс загрязнять вещество	0.0	-0.028625018894672394	-0.03093426674604416
сзв тд при увольнение по соглашение сторона	увольнение по соглашение сторона в период сокращение нужно ли уведомлять о вакансия	0.0	-0.0374378003180027	0.02047397568821907
не подтверждать льгота по сколково	сколково ограничение по вид деятельность	0.0	-0.014885084703564644	-0.003661772236227989
индексация заработный плата выбирать самый выгодный для компания способ	нужно ли вносить изменение в трудовой договор после индексация заработный плата	0.0	-0.024703143164515495	-0.02229522354900837
заявление на пособие на погребение супруга умирать сотрудница	пособие на погребение ндфл	0.0	0.01015506125986576	-0.01644282229244709
в какой срок нужно подавать уведомление о приобретение транспортный средство	доверенность на приобретение транспортный средство	0.0	0.8748486042022705	0.8597185611724854
снижать заработный плата генеральный директор	увольнение генеральный директор трудовой книжка	0.0	0.25521793961524963	0.3837507367134094
вид деятельность сколково	подтверждение основной вид деятельность в фсс срок	0.0	-0.0007195211946964264	0.005874050781130791
дополнительный соглашение к договор аренда о перевод право и обязанность арендодатель на другой лицо в связь с изменение собственник недвижимый имущество	дополнительный соглашение к договор о смена реквизит	0.0	0.03133254870772362	0.09228349477052689
памятка по оформление онлайн чека ккт	памятка по подотчет	0.0	0.9401739835739136	0.5270159244537354
ипать покупка автомобиль отражение затрата	покупка автомобиль у физика если у он ипать на усна	0.0	0.010969127528369427	0.11201997846364975
ефс 1 срок сдача 2023 подраздел 1 3 когда сдавать по образование	кто и в какой срок сдавать ефс 1 таблица 1 3	1.0	0.9747419357299805	0.8916066884994507
дополнительный соглашение к договор аренда о перевод право и обязанность арендодатель на другой лицо в связь с изменение собственник недвижимый имущество	дополнительный соглашение к трудовой договор о приостановление действие трудовой договор на период мобилизация	0.0	-0.05467253923416138	-0.01599663868546486
амортизация ппа на арендовать земельный участок	нпд аренда земельный участок	0.0	-0.015579789876937866	0.15550431609153748
приказ на увольнение ген директор единственный учредитель	размер дивиденд единственный учредитель ооо	0.0	-0.030223596841096878	-0.0471564345061779
транспортный расход в 2021	транспортный расход учет с 2021 налоговый учет	0.0	0.02283521182835102	0.03678387776017189
план график для филиал	план график по 44 фз для филиал про госзаказ ру	1.0	0.5376981496810913	0.4794953465461731
гк часть 1 срок действие договор	договор с откладывать срок действие	0.0	0.021463245153427124	0.005188570823520422
приказ о смена лицо ответственный за обработка персональный данные	форма приказ о назн отв лицо за электробезопасность 2021 год	0.0	0.12459193915128708	0.03548798710107803
норма суточные в 2023	сумма вычет при суточные в 6 ндфл	0.0	0.915749728679657	0.33517515659332275
прямой расход при оказание услуга перевозка бухгалтерский учет	транспортный расход это косвенный или прямой	0.0	-0.017339017242193222	-0.006051836535334587
как создавать закупка для мсп в план закупка 223	прибыль помесячно для вновь создавать	0.0	0.12758269906044006	0.017489632591605186
очередность платеж по больничный	удержание по исполнительный лист очередность	0.0	0.5656259059906006	0.48909735679626465
приказ о перевод на неопределенный срок	срок уведомление о перевод сотрудник на другой работа	0.0	0.009828228503465652	0.09618645906448364
когда оплачивать переработка при шестидневный рабочий неделя если учетный период год	работа при шестидневный рабочий неделя норма время	0.0	0.030818574130535126	-0.014701359905302525
акт оказание услуга по доставка	услуга вместо акт упд можно	0.0	0.03664300590753555	0.03298816829919815
вносить изменение в пвтр	как быстро вносить изменение в инструкция по охрана труд	0.0	-0.11114588379859924	-0.04824763163924217
неверный код услуга в декларация ндс электронный услуга	ставка ндс при импорт электронный услуга	0.0	-0.020758509635925293	-0.018063697963953018
крупный сделка ед акционер	расторжение крупный сделка	0.0	-0.011162519454956055	0.002609783783555031
можно ли платить патент с продажа криптовалюта	продажа мебель в розница патент	0.0	-0.0278569795191288	-0.05360163003206253
акт списание запасной часть и дефектный ведомость мы обязанный составлять при ремонт ос	списание запчасть дефектный ведомость акт оценка	1.0	0.9134756326675415	0.8267300128936768
декларация об уплата косвенный налог за июнь	ответственность за нарушение срок предоставление декларация по косвенный налог	0.0	-0.02343783900141716	0.03968532755970955
компенсация за удлинять отпуск	удлинять отпуск 56 к д за ребенок инвалид	0.0	-8.14683735370636e-05	0.007834352552890778
допы соглашение на индексация зп	индексация компенсационный выплата производиться пропорционально рост цена на молоко	0.0	0.11334079504013062	0.1316308081150055
плата за водопользование применяться у усна как расход	реклама усна расход	0.0	0.04132643714547157	0.10897365212440491
договор купля продажа недвижимость	договор купля продажа автомобиль выгодный продавец между юридический лицо	0.0	-0.021989785134792328	0.005501052364706993
приказ об оприходование излишек по результат инвентаризация	срок издание приказ об увольнение по инициатива работник	0.0	-0.04440614953637123	-0.005150500684976578
запись об электронный трудовой книжка	увольнение директор при банкротство запись в трудовой книжка	0.0	-0.047619886696338654	-0.0906871110200882
вычет на ребенок предоставлять за прошлый месяц	с какой месяц вычет на рожать ребенок	0.0	0.43735215067863464	0.5538243055343628
документ подтверждать курсовой разница	курсовой разница в бухгалтерский отчетность	0.0	0.0044872150756418705	0.0011993097141385078
алгоритм распределение транспортный расход	оплата сотрудник транспортный расход	0.0	0.5879546403884888	0.4971877634525299
расход на проезд по платный дорога на усна	чем подтверждать расход на проезд	0.0	0.020641295239329338	-0.06328600645065308
детский подарочный сертификат ндс отражение	приобретать подарочный сертификат с ндс сторонний организация на какой счет оприходовать	0.0	0.0033624377101659775	0.04321986436843872
как рассчитать средний заработок для отпуск если в расчетный период сотрудник болеть	как увольнять сотрудник в период ежегодный отпуск	0.0	0.10437556356191635	0.0578598752617836
как при расчет средний заработок учитывать годовой премия	премия к 23 февраль включаться в расчет средний заработок для больничный	0.0	0.7257391810417175	0.38766181468963623
два выходной день после вакцинация	приказ о день вакцинация	0.0	0.008371038362383842	-0.0007325243204832077
как перенести выходной день на другой день	работа в выходной день как в табель	0.0	-0.046089351177215576	-0.03626585006713867
как правильно отражать стоимость работа и материал с учет ндс и без ндс в кс 2 кс 3 и в счет фактура подряд	работа выполняться из материал заказчик как оформлять кс 3	0.0	0.006707091350108385	-0.04308140277862549
степень тяжесть по несчастный случай	фсс по несчастный случай отсрочка	0.0	-0.0009463205933570862	-0.006630469113588333
премия за 9 месяц перерасчет средний заработок	премия к юбилей предприятие средний заработок	0.0	0.15372852981090546	0.2875199317932129
какой перевод надо отражать в трудовой книжка	надо ли мобилизовать отражать в форма сзв	0.0	-0.01577700860798359	-0.05942431837320328
при отпуск и иной выбытие сырье материал и возвратный отходы оцениваться	учет возвратный отходы с 2021	1.0	0.15530356764793396	0.0669083371758461
предпенсионный возраст у мужчина	что такой предпенсионный возраст	1.0	0.0345425009727478	0.025311924517154694
порядок составление кс 3 кс 2	справка кс 3 отчетный период и дата составление	0.0	0.012179747223854065	0.027809612452983856
вид использовать электронный подпись порядок передача право подпись	уполномочивать на подпись лицо	0.0	0.026273243129253387	0.011020256206393242
нужно ли заполнять раздел 2 отчет об изменение капитал	отчет об изменение капитал заполнение после переход на фсба 5	0.0	0.2922493815422058	0.20334438979625702
когда подавать в ифнс о подтверждение вид деятельность	срок подтверждение получение требование вызов решение из ифнс	0.0	0.7203601002693176	0.6669870018959045
сформировывать учетный политика 2022 для ооо сельхозпредприятие налоговый учет есхн	учетный политика на 2023 ипать на есхн для бухгалтерский учет	0.0	0.008271932601928711	-0.007449429482221603
учетный политика по учет зарплата в нко	учетный политика фонд нко	1.0	0.9824633598327637	0.9826560020446777
агентский договор c маркетплейс	патент на грузоперевозка и агентский договор	0.0	0.19168496131896973	0.26555657386779785
приказ о закрепление	приказ о передача автотранспортный средство	1.0	0.6405408382415771	0.8957415223121643
как учитывать при расчет налог на прибыль расход на хранение	расход на вентиляция налог на прибыль	0.0	0.022322583943605423	-0.018957680091261864
можно обучать по старый программа и билет по охрана труд в 2022	требование по охрана труд для малый предприятие 2022	0.0	-0.02555500715970993	-0.048460233956575394
обязательно ли иметь штамп в в паспорт о место регистрация при прием на работа	статус беженец регистрация и прием на работа	0.0	0.14073173701763153	0.032408714294433594
образец платежный поручение ндс импортер по ввозить работа 2023	платежный поручение в банк на перечисление зарплата образец 2023 год	0.0	-0.0349745973944664	-0.03847076743841171
бухгалтерский справка по начисление ндс	как оформлять бухгалтерский справка	0.0	0.349429726600647	0.4427080750465393
ипать с печать но печать не ставить на акт можно ли на основание такой первичка отражать расход в налоговый учет а также принимать ндс к вычет	можно ли на транспортный накладной ставить факсимильный печать	0.0	0.019174400717020035	0.036172863095998764
мораторий на банкротство зачет требование	отказ от мораторий на банкротство	1.0	0.028879374265670776	0.04433456435799599
как рассчитать средний заработный плата по военкомат	приказ установка заработный плата	0.0	-0.13313618302345276	-0.06779441237449646
как исправлять в бухучет ошибка текущий период	можно ли списывать калькулятор в текущий период или отражать они как тмц	0.0	0.020000051707029343	-0.027037739753723145
дата окончание договор гпх для ефс 1	ефс 1 квалификационный категория для водитель	0.0	-0.01946253702044487	-0.004808193072676659
как сдавать уточнять декларация по ндс без штраф	уточнять декларация по ндс срок исковой давность	0.0	-0.00234784372150898	0.01988225430250168
вид перевозка в путевой лист	нумерация лист в журнал путевой лист	0.0	0.04188336804509163	0.019558578729629517
положение о ведение кассовый операция	штрафной санкция за ведение кассовый книга	0.0	-0.030458971858024597	-0.04561087489128113
необходимый документ для компенсация расход проезд по россия	повышение оклад какой документ необходимый	0.0	0.005225587636232376	0.013115733861923218
торговый сбор когда платить	уведомление о снятие с учет плательщик торговый сбор	0.0	-0.012322238646447659	-0.024373747408390045
сзв стаж когда сдаваться	сзв стаж период военный служба по мобилизация	0.0	0.015811683610081673	0.0034233760088682175
инструкция по заполнение чековый книжка	торг 2 инструкция по заполнение	0.0	0.46001511812210083	0.5736879110336304
бух проводка у лизингополучатель по предоставлять скидка по договор лизинг	договор цессия проводка у цессионарий	0.0	-0.0018549254164099693	0.031395696103572845
авансовый отчет ао 1	инструкция проверка авансовый отчет	0.0	0.9546798467636108	0.9167616367340088
декларация по ндс без книга продажа	декларация по ндс исправление книга продажа	1.0	0.8657149076461792	0.7204294800758362
оплачиваться учебный отпуск по справка 1368	учебный отпуск справка подтверждение	0.0	0.032083604484796524	0.1705566644668579
нужно ли правопреемник предоставлять бухгалтерский отчетность в налоговый на дата реорганизация в форма присоединение	реорганизация в форма присоединение	0.0	0.002591865137219429	0.00043139606714248657
как считать компенсация за неиспользованный отпуск при увольнение	когда платить ндфл с компенсация за неиспользованный отпуск	0.0	-0.04772382229566574	0.01485970988869667
дата окончание отпуск по беременность и род	отпуск по беременность и род на двойня	0.0	-0.021173354238271713	-0.00938465353101492
когда возникать курсовой разница по оплата	курсовой разница бух справка	0.0	-0.02126443386077881	-0.013304196298122406
договор безвозмездный аренда	хранение договор аренда	0.0	0.07057393342256546	0.050827715545892715
в счет фактура покупатель не указывать в адрес россия	можно ли применять к вычет счет фактура если поставщик не указывать в она адрес грузополучатель	0.0	0.9474826455116272	0.3678548336029053
вариант индексация зпл в 2023	нко вариант учет расход на сч 86 в учетный политика	0.0	0.08467591553926468	0.13084012269973755
мораторий на банкротство зачет требование	мораторий на банкротство из за санкция	1.0	-0.027901314198970795	-0.07494106888771057
ставка налог на земля юридический лицо	ставка земельный налог по свердловский область на 2022 2023 год	1.0	0.9841346740722656	0.9833583831787109
налоговый нагрузка налог на прибыль	налоговый нагрузка по отрасль	1.0	0.9741429090499878	0.9647524952888489
как заполнять отчет сзв тд	сзв тд порядок заполнение	1.0	0.6911302804946899	0.6368740797042847
положение о ведение кассовый операция	положение о командировка изменение	0.0	-0.0020475881174206734	-0.004088325425982475
как исправлять бухгалтерский отчетность в текущий период после 31 декабрь	можно ли списывать калькулятор в текущий период или отражать они как тмц	0.0	0.02904602140188217	0.059400275349617004
ндпи расход на доставка подтверждать документ	расход на доставка в торговля	0.0	-0.0296645350754261	0.07594774663448334
6 ндфл в 2023 год раздел 2	ставка страховой взнос по инвалид 2023 год ефс 1 раздел 2	0.0	0.1297706663608551	0.18770210444927216
купля продажа криптовалюта на биржа мочь облагаться налог в 6	можно ли платить патент с продажа криптовалюта	1.0	0.969117283821106	0.9487825632095337
дополнительный неоплачиваемый отпуск пострадавший на чаэс	дополнительный отпуск	0.0	-0.00010621361434459686	-0.00011039525270462036
перевод в другой подразделение срок уведомление	срок уведомление на перевод электронный книжка	0.0	-0.007316607050597668	-0.0375581756234169
возврат товар поставщик ндс книга продажа	по отчет в книга покупка по поставщик вычет ндс дважды как исправлять	0.0	-0.00215134397149086	0.010863114148378372
процент по заем в налоговый учет 2022	учет купонный доход по еврооблигация в налоговый учет	0.0	-0.029285365715622902	-0.04437999427318573
образец отпуск с последующий увольнение	увольнение женщина с несовершеннолетний ребенок	0.0	-0.02799459733068943	-0.004026308655738831
бухгалтерский учет гуманитарный помощь	учет молоко в бухгалтерский учет	0.0	-0.06502646207809448	-0.08410347998142242
бух проводка у лизингополучатель по предоставлять скидка по договор лизинг	возврат из лизинг учет у лизингополучатель	0.0	0.028813060373067856	0.011856423690915108
заем учредитель на осно	организация выдавать заем беспроцентный единственный учредитель	0.0	-0.023484990000724792	-0.05498654022812843
гостиничный услуга и патент	экскурсионный услуга патент	0.0	0.591827392578125	0.6491055488586426
оформление возврат товар в порядок обратный реал	порядок оформление документ на путевой лист	0.0	-0.0459156408905983	-0.006758274044841528
